HomeOwnerFlag,YearlyIncome,AveMonthSpend,BikeBuyer,CountryRegionName_In_Europe,Education_Below_Bachelors,Occupation_Clerical_Manual,Occupation_Management_Professional,Gender_M,MaritalStatus_S,NumberCarsOwned_3_Or_More,NumberChildrenAtHome_2_Or_More
1,255.35857142457544,3.912023005428146,0,1,0,1,0,0,0,0,0
0,229.95434329448966,3.9318256327243257,0,1,0,1,0,0,1,0,0
0,355.05915000179897,4.290459441148391,1,0,0,0,1,1,1,1,0
1,250.96812546616354,4.605170185988092,1,0,0,1,0,1,0,0,1
0,102.69858811103491,3.6375861597263857,1,1,1,1,0,0,1,0,0
0,334.430859820083,4.343805421853684,1,0,0,0,1,1,1,0,0
0,123.61634196173254,4.204692619390966,1,0,1,1,0,1,1,0,0
0,313.72440134614965,3.970291913552122,0,0,1,0,1,0,0,0,0
0,330.26050323948823,3.9318256327243257,0,0,0,0,1,0,1,0,0
1,328.49048692465965,4.060443010546419,0,0,0,1,0,0,0,0,0
0,168.55562879951532,3.7612001156935624,0,0,1,1,0,0,1,0,0
1,264.8339102154405,4.605170185988092,1,0,1,1,0,1,1,0,1
1,258.99420842945506,3.828641396489095,0,1,0,0,1,0,1,0,0
0,324.3454948045371,4.882801922586371,1,0,0,0,1,1,0,0,1
0,353.50247523885884,4.343805421853684,1,0,0,0,1,1,1,1,0
1,153.29709716755892,4.110873864173311,0,1,1,1,0,1,1,0,0
1,257.2080869646209,4.356708826689592,0,1,0,1,0,1,0,0,0
0,312.2066623248133,3.784189633918261,0,0,0,0,1,0,0,0,0
1,374.0668389472662,5.1298987149230735,1,0,0,0,1,1,0,1,1
1,357.23241734198757,4.890349128221754,1,0,0,1,0,1,0,0,1
0,233.3109513074772,4.23410650459726,0,0,1,1,0,1,1,0,0
0,202.96551431216093,3.828641396489095,0,0,1,1,0,0,1,0,0
1,241.46635376383188,4.330733340286331,0,0,1,1,0,1,0,0,0
0,204.59227746911662,3.7612001156935624,0,0,1,0,1,0,1,1,0
1,195.12047560417642,4.31748811353631,1,0,1,1,0,1,1,0,0
0,332.78822094539345,4.219507705176107,0,0,0,0,1,1,1,0,0
1,222.63647499904414,3.7376696182833684,0,1,0,1,0,0,1,0,0
0,231.862027939031,3.828641396489095,1,1,1,1,0,0,1,0,0
1,213.34947855572557,3.9512437185814275,0,1,0,1,0,0,0,0,0
0,406.1612980085621,4.983606621708336,1,1,1,0,1,1,1,1,1
0,169.20401886480118,4.060443010546419,0,1,1,1,0,1,1,0,0
0,265.6143821407267,4.290459441148391,0,0,0,0,1,1,0,0,0
1,286.31101969711193,4.174387269895637,1,0,1,0,1,0,1,0,1
0,295.6416750054024,4.477336814478207,1,0,1,1,0,1,0,0,0
1,115.51623262554921,3.8501476017100584,0,0,1,1,0,0,1,0,0
0,133.48033563038416,4.23410650459726,1,1,1,1,0,1,1,0,0
0,275.8278448597966,4.007333185232471,0,0,0,0,1,0,1,0,0
1,369.6376604189568,4.912654885736052,1,0,0,1,0,1,0,0,1
1,230.10866998007702,4.248495242049359,1,1,0,1,0,1,0,0,0
1,227.23556059736777,4.290459441148391,1,0,1,1,0,1,1,0,0
1,345.7716009159804,4.983606621708336,1,0,1,0,1,1,0,1,1
0,418.0131576876498,4.624972813284271,1,0,0,0,1,1,1,1,0
0,354.51234111099717,4.6443908991413725,1,0,1,0,1,1,1,1,1
0,275.66283753890366,4.30406509320417,1,1,0,1,0,1,1,0,0
0,216.60101569475614,3.8501476017100584,0,0,1,1,0,1,1,0,0
1,370.0945825056076,4.51085950651685,1,1,1,0,1,0,0,1,1
1,215.1975836295566,4.110873864173311,0,1,1,1,0,0,0,0,1
0,381.347610455343,4.553876891600541,1,1,1,0,1,1,1,0,0
0,142.97202523570826,3.6635616461296463,0,1,1,1,0,0,1,0,0
0,222.33083456866706,4.23410650459726,1,0,0,1,0,0,1,0,1
1,323.5243422062705,4.51085950651685,1,0,0,0,1,0,0,0,1
0,240.98755154571782,3.7612001156935624,1,0,1,1,0,0,1,0,0
0,311.18001221158147,3.912023005428146,1,0,1,1,0,0,1,0,0
0,364.74511648547127,4.532599493153256,0,0,0,0,1,1,0,1,0
1,233.57225862674701,3.912023005428146,0,1,0,1,0,0,0,0,0
1,222.11033294288674,4.430816798843313,1,1,1,1,0,1,1,0,1
0,393.4247069008249,4.962844630259907,1,1,1,0,1,1,1,1,1
0,225.18214849316985,3.713572066704308,1,1,0,1,0,0,1,0,0
0,294.59803122220626,3.828641396489095,0,0,0,0,1,0,1,0,0
1,152.4663897388536,3.5263605246161616,0,1,1,1,0,0,0,0,0
1,419.7951881572727,4.990432586778736,1,1,0,0,1,1,1,0,1
0,129.9192056625963,4.060443010546419,1,1,1,1,0,1,1,0,0
1,284.0404900713981,3.8918202981106265,0,0,0,0,1,0,0,0,0
0,304.1233302461355,3.9318256327243257,1,0,0,0,1,0,1,0,0
1,276.29694171307796,4.499809670330265,1,0,0,1,0,0,1,1,1
1,360.4746870447355,4.465908118654584,0,0,0,0,1,1,1,0,0
1,385.9650243221528,5.017279836814924,1,0,1,0,1,1,1,1,1
1,234.67850348934817,4.418840607796598,1,0,0,1,0,1,0,0,0
0,408.55844135202983,4.74493212836325,1,0,0,0,1,1,1,1,1
1,348.80940354296644,4.718498871295094,1,1,1,0,1,1,0,0,1
1,234.89997871434556,3.6635616461296463,0,0,1,1,0,0,0,0,0
0,327.5927349621783,3.871201010907891,0,0,0,0,1,0,1,0,0
0,234.33096252949588,4.189654742026425,0,0,1,1,0,1,1,0,0
1,239.43057448872315,4.276666119016055,0,0,1,1,0,0,0,0,1
1,273.1501418634082,3.9512437185814275,1,0,0,1,0,0,1,0,0
0,141.37892346456738,4.290459441148391,0,1,1,1,0,1,1,0,0
0,375.92951466997107,4.48863636973214,1,1,1,0,1,0,1,0,1
1,312.4035851266755,4.465908118654584,0,0,0,0,1,0,0,0,1
1,285.3033473340262,4.02535169073515,0,0,1,0,1,0,0,0,0
0,224.8688506663384,4.143134726391533,0,1,1,1,0,0,0,0,1
0,167.00598791660136,3.8066624897703196,0,0,0,1,0,0,0,0,0
1,187.13631395322503,4.51085950651685,1,1,1,1,0,1,0,0,1
1,294.81519635188414,4.820281565605037,1,0,1,0,1,1,1,1,1
1,252.24591176072607,3.912023005428146,1,0,0,1,0,0,0,0,0
1,215.25101625776358,4.174387269895637,0,0,1,1,0,0,1,0,1
1,215.68031899086202,3.828641396489095,0,0,1,1,0,0,0,0,0
1,314.1209957962059,4.736198448394496,1,0,0,0,1,1,0,0,1
0,397.4845908963013,4.02535169073515,1,0,0,0,1,0,1,0,0
1,256.8501508662201,4.51085950651685,1,1,1,1,0,1,1,0,1
1,109.21080532621303,4.07753744390572,0,0,1,1,0,1,0,0,0
0,308.76528302255747,4.330733340286331,1,0,0,0,1,1,1,1,0
1,303.03135151333765,3.9512437185814275,1,0,0,1,0,0,1,0,0
0,194.39650202614243,3.7376696182833684,0,0,0,1,0,0,0,0,0
0,436.42410565870443,4.6913478822291435,0,0,0,0,1,1,1,1,1
0,318.54669987303276,4.1588830833596715,0,1,1,0,1,0,0,1,0
1,171.51093259614677,3.8501476017100584,0,0,1,1,0,0,0,0,0
1,213.89015872638927,3.6375861597263857,0,0,1,1,0,0,1,0,0
0,222.2588580911906,3.58351893845611,0,0,1,1,0,0,1,0,0
1,314.9317386355335,3.970291913552122,0,0,0,0,1,0,1,0,0
1,263.39134382131846,3.8918202981106265,1,0,1,0,1,0,1,0,0
1,220.82345889873204,4.418840607796598,0,1,0,1,0,1,0,0,0
1,305.2458025919439,3.828641396489095,0,0,0,0,1,0,0,0,0
0,208.76302354583774,3.7612001156935624,0,0,1,1,0,0,1,0,0
1,287.38649933495486,3.7612001156935624,0,0,0,0,1,0,0,1,0
1,316.6133288413487,4.248495242049359,1,0,1,0,1,0,0,1,1
0,160.77624202599088,4.276666119016055,0,1,1,1,0,1,1,0,0
0,288.5827437668441,3.9318256327243257,0,0,1,0,1,0,1,0,0
1,244.38085031360376,4.2626798770413155,0,0,1,1,0,1,1,0,0
1,194.4453650771856,3.713572066704308,0,1,1,1,0,0,1,0,0
1,299.0585227008252,4.189654742026425,1,0,1,1,0,0,0,0,1
1,293.4450544820955,4.31748811353631,1,0,0,0,1,0,0,0,1
0,305.2589065039708,3.8918202981106265,1,0,0,0,1,0,1,0,0
0,333.66000659353824,3.8918202981106265,1,0,0,1,0,0,1,0,0
1,248.64834606327065,3.8501476017100584,0,1,0,1,0,0,0,0,0
0,156.35536447464796,4.356708826689592,0,0,1,1,0,1,0,0,0
1,208.43943964614758,4.553876891600541,1,1,1,1,0,1,1,0,1
1,282.05495918348964,4.127134385045092,1,0,1,0,1,0,1,0,1
1,254.8705553805696,3.970291913552122,1,0,0,1,0,0,0,0,0
1,289.57382478394004,3.871201010907891,0,0,0,0,1,0,1,0,0
1,409.34581957069014,4.634728988229636,1,0,0,0,1,1,0,1,0
1,305.88723412394967,4.343805421853684,0,0,0,0,1,1,0,0,0
1,365.65557564462216,4.59511985013459,1,1,0,0,1,0,0,1,1
1,296.90234084627895,4.0943445622221,0,0,0,1,0,0,0,0,0
0,184.22811946062956,4.110873864173311,0,1,1,1,0,1,1,0,0
0,230.68159874597714,4.219507705176107,0,0,1,1,0,1,0,0,0
1,296.73894250670907,4.0943445622221,0,0,0,0,1,0,0,0,0
0,352.76054201114954,4.330733340286331,1,0,0,0,1,1,1,1,0
1,429.59399437142974,4.709530201312334,1,0,0,0,1,1,0,1,0
1,203.26091606602583,3.8066624897703196,0,1,0,0,1,0,1,0,0
0,118.12705024675762,3.6375861597263857,0,1,1,1,0,0,1,0,0
1,264.8471257159496,4.07753744390572,0,0,1,1,0,0,0,1,0
0,264.85090145211893,4.219507705176107,1,1,0,1,0,1,1,0,0
0,224.49721601837294,4.30406509320417,0,0,1,1,0,1,0,0,0
0,243.16249710841512,3.784189633918261,0,0,1,1,0,0,1,0,0
0,125.52290627610564,3.2188758248682006,0,1,1,1,0,0,0,0,0
0,346.56601102820224,5.056245805348308,1,0,1,0,1,1,0,0,1
0,309.1455967663133,4.219507705176107,0,0,1,0,1,0,1,1,1
1,251.15533042322633,4.30406509320417,1,1,0,1,0,1,0,0,0
1,366.03141941642116,4.6913478822291435,0,1,0,0,1,0,0,0,1
0,288.7282459337846,4.189654742026425,1,0,0,0,1,0,1,0,1
1,226.60097087170655,4.204692619390966,0,1,0,1,0,1,1,0,0
1,118.97058459972364,3.5263605246161616,0,1,1,1,0,0,1,0,0
0,192.0,3.6635616461296463,0,0,1,1,0,0,1,0,0
1,294.81519635188414,4.1588830833596715,0,0,0,0,1,1,0,0,0
1,334.0658617698013,3.970291913552122,1,0,1,1,0,0,1,0,0
1,269.5180884467683,4.343805421853684,0,0,1,1,0,1,0,0,0
0,139.810586151407,3.7612001156935624,0,1,1,1,0,0,0,0,0
0,294.5318318959769,4.04305126783455,1,0,0,0,1,0,0,0,0
1,147.09520726386702,4.30406509320417,1,1,1,1,0,1,1,0,0
0,206.196508214858,3.8918202981106265,0,0,1,1,0,0,1,0,0
0,130.5296901091855,3.713572066704308,0,1,1,1,0,0,1,0,0
1,292.4465763177952,4.007333185232471,0,0,1,0,1,0,1,0,0
0,373.0,4.276666119016055,0,0,0,0,1,0,1,1,1
0,116.83321445547922,4.07753744390572,0,1,1,1,0,1,1,0,0
1,195.64253116334393,4.110873864173311,1,0,1,1,0,1,1,0,0
0,226.39125424803848,4.276666119016055,0,0,1,1,0,1,0,0,0
1,328.32910318764004,4.532599493153256,1,1,1,0,1,0,0,1,1
1,270.04073766748604,4.3694478524670215,0,1,0,1,0,1,0,0,0
0,351.4085940895584,4.3694478524670215,1,0,0,0,1,1,1,1,0
0,281.81021982887705,3.8918202981106265,0,0,0,0,1,0,1,0,0
0,329.1519405988669,4.430816798843313,1,0,1,0,1,0,1,1,1
0,332.1686318724271,4.61512051684126,0,0,0,0,1,1,1,0,1
1,146.8536686637416,4.04305126783455,1,0,1,1,0,1,1,0,0
1,404.63440288734716,4.290459441148391,0,0,0,0,1,0,0,1,1
0,278.81893766385383,4.330733340286331,1,0,0,0,1,1,1,0,0
1,240.2540322242272,3.6888794541139363,0,0,0,0,1,0,1,0,0
1,297.59536286709846,4.406719247264253,1,0,0,0,1,0,0,0,1
1,296.97137909232936,3.9512437185814275,0,0,0,0,1,0,0,0,0
1,285.5223283738069,4.5217885770490405,1,1,0,1,0,1,0,0,0
1,297.7247050548543,4.04305126783455,0,0,0,0,1,0,0,0,0
1,349.7899369621716,4.897839799950911,1,0,1,0,1,1,1,1,1
1,275.68097504180446,4.30406509320417,1,0,1,0,1,1,1,0,0
1,139.3197760549449,4.48863636973214,1,1,1,1,0,1,1,0,1
0,305.3227800214062,4.605170185988092,1,0,0,1,0,1,1,0,1
1,310.56239308712185,4.143134726391533,0,0,0,1,0,0,0,0,0
0,148.8052418431555,4.2626798770413155,1,1,1,1,0,1,1,0,0
1,350.49821682855963,4.543294782270004,1,0,1,0,1,1,1,0,0
1,369.1652746399639,4.465908118654584,0,0,0,0,1,0,0,1,1
0,332.2077663149975,4.290459441148391,1,0,1,0,1,0,1,1,1
0,373.61878967739295,4.343805421853684,1,0,0,0,1,0,1,0,1
0,303.48805577814755,4.007333185232471,1,0,1,1,0,0,1,0,0
0,283.3249018353311,4.532599493153256,0,0,1,0,1,1,0,0,0
1,330.8489081136584,4.127134385045092,1,0,0,0,1,0,0,1,0
0,243.09463177947802,4.406719247264253,1,1,0,1,0,1,1,0,0
0,391.7563017999838,4.74493212836325,1,0,0,0,1,1,1,0,1
1,440.13747852233627,4.859812404361672,1,0,0,0,1,1,0,0,1
1,205.8761763779384,4.442651256490317,1,1,1,1,0,1,1,0,1
1,335.98511871807654,3.970291913552122,0,0,0,0,1,0,0,0,0
1,243.36597954521088,4.605170185988092,1,1,1,1,0,1,1,0,1
1,302.3375596911505,3.9889840465642745,1,0,0,0,1,0,1,0,0
0,232.18096390531244,4.532599493153256,1,1,1,1,0,1,1,0,1
0,277.1515830732345,3.8918202981106265,0,0,1,0,1,0,0,0,0
1,261.5339366124404,4.30406509320417,0,0,1,1,0,1,0,0,0
0,341.0014662725074,4.060443010546419,0,0,0,0,1,0,0,0,0
1,313.06389124266633,4.406719247264253,0,0,0,0,1,1,0,0,0
1,240.96265270784184,4.31748811353631,0,0,1,1,0,1,0,0,0
1,192.67070353325644,4.07753744390572,1,0,1,1,0,0,0,0,1
1,323.8240262858826,4.499809670330265,1,0,1,0,1,0,1,1,1
1,294.3093610471811,4.663439094112067,1,0,0,0,1,1,0,0,1
0,323.68194265358704,4.477336814478207,0,1,1,0,1,1,0,1,0
1,303.9391386445648,4.709530201312334,1,0,0,1,0,1,0,0,1
1,331.57050532277447,4.983606621708336,1,0,1,0,1,1,0,1,1
0,302.7953103996163,3.9512437185814275,0,0,1,0,1,0,1,0,0
1,305.8545405907848,4.290459441148391,1,0,1,0,1,0,0,1,1
0,355.72601816566635,4.382026634673881,1,0,0,0,1,1,1,0,0
1,210.4780273567766,4.007333185232471,0,0,1,1,0,0,0,0,0
0,301.23744787127646,3.871201010907891,0,0,1,0,1,0,1,0,0
1,265.64261706285004,3.9512437185814275,1,0,1,1,0,0,0,0,0
0,163.18700928689145,3.6375861597263857,1,1,1,1,0,0,1,0,0
0,351.6048918886084,5.0106352940962555,1,1,1,0,1,1,0,1,1
0,337.1171903062791,4.356708826689592,0,0,0,0,1,1,0,0,0
1,319.36656055385635,4.852030263919617,0,0,0,0,1,1,0,0,1
0,181.75808097578496,3.912023005428146,1,1,1,1,0,0,1,0,0
0,243.61855430159665,3.784189633918261,0,1,0,0,1,0,1,0,0
1,350.41404081457694,4.804021044733257,1,0,0,1,0,1,1,0,1
0,247.04250646396866,4.204692619390966,0,0,1,1,0,1,1,0,0
1,345.79329085452196,4.3694478524670215,0,0,0,0,1,1,1,0,0
1,154.4376897004096,3.6635616461296463,0,0,1,1,0,0,0,0,0
0,322.8714914637091,4.02535169073515,1,0,0,0,1,0,1,1,0
1,278.9534011264247,4.330733340286331,1,0,1,0,1,0,0,0,1
1,255.60125195311545,4.499809670330265,0,0,0,1,0,1,0,0,0
1,241.21152542944543,4.02535169073515,1,1,1,1,0,0,1,0,1
1,156.09612423119287,4.30406509320417,0,0,1,1,0,1,0,0,0
0,257.2430757085601,4.127134385045092,1,0,0,0,1,0,1,0,1
0,242.88062911644477,4.204692619390966,1,1,1,1,0,1,1,0,0
0,268.8382413273826,4.2626798770413155,1,0,0,0,1,1,1,0,0
1,258.054257860629,4.276666119016055,0,1,0,1,0,1,0,0,0
1,264.59402865522117,3.970291913552122,0,0,1,0,1,0,1,0,0
1,360.786640550894,4.290459441148391,0,0,0,0,1,1,0,0,0
0,314.3262636179166,4.343805421853684,0,0,0,0,1,1,0,0,0
1,334.95074264733313,4.442651256490317,0,0,0,0,1,0,0,0,1
0,208.4514331924825,3.7612001156935624,0,1,1,1,0,0,1,0,0
1,208.8899231652882,3.8066624897703196,0,0,1,1,0,0,0,0,0
0,124.48293055676348,3.58351893845611,0,0,1,1,0,0,1,0,0
1,385.0324661635691,5.0106352940962555,1,0,0,0,1,1,0,0,1
1,183.60555547150528,3.912023005428146,0,1,1,1,0,1,1,0,0
1,120.7683733433551,3.9318256327243257,0,1,1,1,0,0,0,0,0
1,390.0076922318328,4.48863636973214,0,0,0,0,1,1,0,0,0
1,281.70374509402603,4.454347296253507,0,1,0,0,1,1,0,0,0
1,267.0786401043708,4.276666119016055,1,0,0,1,0,1,1,0,0
1,318.01257836758595,4.418840607796598,1,0,0,0,1,1,1,0,0
1,286.483856438718,4.343805421853684,0,0,0,0,1,0,0,0,1
0,232.64995164409555,4.174387269895637,1,1,1,1,0,1,1,0,0
1,259.7364048415239,4.290459441148391,0,0,1,1,0,1,0,0,0
0,159.19484916290477,4.07753744390572,0,1,1,1,0,1,1,0,0
1,321.9207977127293,4.61512051684126,1,0,0,0,1,0,0,1,1
1,413.6000483558966,5.0689042022202315,1,1,0,0,1,1,0,0,1
1,246.12598400006448,3.8066624897703196,0,0,1,0,1,0,0,0,0
1,114.5949388062143,4.04305126783455,1,1,1,1,0,0,1,0,1
1,350.8589460167718,4.624972813284271,0,1,1,0,1,1,0,0,0
0,368.229547972457,4.430816798843313,0,0,0,0,1,1,1,1,0
1,316.4759074558441,4.844187086458591,1,0,0,0,1,1,1,0,1
0,204.07351616513105,3.713572066704308,0,0,1,1,0,0,1,0,0
1,239.91873624208677,3.970291913552122,0,1,0,0,1,0,0,0,0
1,148.4082207965583,3.8066624897703196,0,1,1,1,0,0,1,0,0
1,161.29476122924763,3.5553480614894135,0,1,0,1,0,0,1,0,0
0,359.03481725314606,4.454347296253507,1,0,0,0,1,1,0,0,0
1,109.59014554237986,3.4965075614664802,0,0,1,1,0,0,1,0,0
1,243.2899504706267,4.143134726391533,0,0,1,0,1,1,1,0,0
0,137.02554506368512,3.367295829986474,0,1,1,1,0,1,0,0,0
0,190.30239094661948,3.7376696182833684,1,0,1,1,0,0,1,0,0
1,314.40737904826597,4.343805421853684,0,0,0,0,1,1,0,0,0
1,275.8314702857526,4.007333185232471,0,0,0,0,1,0,1,0,0
1,247.7660186546977,4.07753744390572,0,1,0,1,0,0,0,0,0
1,233.10512649875378,4.5217885770490405,1,1,1,1,0,1,1,0,1
0,198.19434906172273,4.189654742026425,0,0,0,1,0,1,0,0,0
1,372.4137484035733,4.382026634673881,0,0,0,0,1,1,1,0,0
1,224.3278850254689,4.174387269895637,1,0,1,1,0,1,1,0,0
0,287.8645514821163,4.204692619390966,1,0,0,1,0,0,1,0,1
1,282.5066370901753,4.060443010546419,0,0,1,0,1,0,0,0,0
1,277.21652187414804,4.189654742026425,1,0,0,1,0,0,0,0,1
1,287.3743203558731,3.871201010907891,1,0,0,0,1,0,1,0,0
0,250.4775439036402,4.1588830833596715,0,0,1,1,0,1,1,0,0
1,220.66943603498876,4.343805421853684,0,1,0,1,0,1,0,0,0
1,404.0618764496349,4.948759890378168,1,0,1,0,1,1,0,1,1
1,267.5780260036313,4.564348191467836,1,0,0,1,0,0,0,1,1
1,330.5676935213119,4.290459441148391,1,0,0,0,1,1,1,0,0
1,208.45623041780257,4.276666119016055,0,0,1,1,0,1,0,0,0
1,193.2873508535931,3.8918202981106265,0,0,1,1,0,0,0,0,0
1,319.9953124656672,3.9889840465642745,1,0,0,0,1,0,1,0,0
1,329.42222147268694,4.442651256490317,0,0,0,0,1,1,0,1,0
1,342.4061915328051,4.867534450455582,1,0,0,0,1,1,0,0,1
1,153.17310468878014,4.574710978503383,1,1,1,1,0,1,1,0,1
1,309.98064455704326,4.48863636973214,0,0,1,0,1,1,0,0,0
0,417.0,4.532599493153256,0,0,0,0,1,1,1,1,0
1,344.1511295927997,4.3694478524670215,1,0,0,0,1,1,1,1,0
0,239.61009995407122,4.499809670330265,1,0,0,1,0,1,1,0,1
1,349.7070202326513,4.68213122712422,1,0,1,0,1,1,1,1,1
1,234.69767787517625,3.713572066704308,0,1,1,1,0,0,1,0,0
0,269.58301133417143,3.828641396489095,0,0,1,1,0,0,1,0,0
0,192.77447963877376,3.970291913552122,0,1,0,1,0,1,1,0,0
0,232.96780893505436,4.605170185988092,0,1,1,1,0,1,0,0,1
1,136.85028315644803,4.060443010546419,0,0,1,1,0,1,1,0,0
1,212.20744567521658,3.828641396489095,0,1,0,1,0,0,1,0,0
0,176.18456232031227,4.1588830833596715,0,1,1,1,0,1,1,0,0
1,253.37916252130915,4.382026634673881,0,1,0,1,0,1,0,0,0
1,324.14194421580186,4.574710978503383,1,0,0,0,1,0,0,0,1
1,236.8670513178226,3.9512437185814275,1,1,0,1,0,0,0,0,0
0,213.76154939558236,4.290459441148391,0,0,1,1,0,1,0,0,0
0,275.7498866726875,3.912023005428146,0,0,0,0,1,0,1,0,0
1,212.90138562254592,3.8918202981106265,0,1,0,1,0,0,0,0,0
1,328.65027004400895,4.653960350157523,1,0,1,0,1,0,0,1,1
1,266.6345814030881,4.0943445622221,0,0,1,0,1,0,0,0,0
0,341.9429777024234,3.871201010907891,0,0,0,0,1,0,1,0,0
0,255.32919927027538,3.871201010907891,0,1,0,1,0,0,1,0,0
0,310.5591731055452,4.2626798770413155,1,0,1,0,1,1,1,0,0
1,232.17881040267218,4.23410650459726,0,0,1,1,0,1,0,0,0
1,134.65511501610328,3.8066624897703196,0,1,1,1,0,0,0,0,0
1,314.11781229341324,4.532599493153256,1,0,1,0,1,0,0,0,1
1,302.27305536550887,4.709530201312334,1,0,0,0,1,1,1,0,1
1,380.3498389640779,4.48863636973214,1,0,0,0,1,0,0,0,1
1,152.50573759698355,3.58351893845611,0,0,1,1,0,0,1,0,0
1,339.38473742936645,4.3694478524670215,1,0,0,0,1,1,0,0,0
1,245.94511582871493,4.007333185232471,0,0,1,1,0,0,0,0,0
1,315.4710763287183,4.343805421853684,1,1,0,1,0,1,1,0,0
1,296.8248641876216,4.624972813284271,0,0,1,0,1,1,0,0,1
1,212.28047484401387,4.23410650459726,1,0,1,1,0,0,1,1,1
1,224.3278850254689,4.174387269895637,1,0,1,1,0,1,1,0,0
1,265.26967410542807,4.31748811353631,0,1,0,1,0,1,0,0,0
1,303.2325840011261,4.61512051684126,1,0,0,0,1,1,1,0,1
1,318.7789202566569,4.672828834461906,1,0,1,0,1,1,0,0,1
1,258.9034569101,4.6913478822291435,1,0,0,1,0,1,0,1,1
0,295.538491570895,4.897839799950911,1,0,1,1,0,1,0,1,1
1,333.18313282637826,3.970291913552122,0,0,0,0,1,0,0,0,0
1,152.029602380589,4.356708826689592,1,1,1,1,0,1,1,0,1
1,317.6460294100967,3.871201010907891,0,0,0,0,1,0,1,1,0
1,336.4238398211399,4.343805421853684,0,0,0,0,1,1,1,0,0
1,150.70169209401732,4.189654742026425,1,1,1,1,0,0,1,0,1
1,141.40014144264495,3.713572066704308,0,1,1,1,0,0,0,0,0
0,200.28230076569423,3.871201010907891,0,0,1,1,0,0,0,0,0
0,318.15247916682966,4.3694478524670215,1,0,0,0,1,1,1,1,0
1,310.34013597986325,4.30406509320417,0,0,0,1,0,0,0,0,1
0,260.24603743380993,3.8066624897703196,1,0,1,0,1,0,1,0,0
0,318.15247916682966,4.3694478524670215,1,0,0,0,1,1,1,1,0
1,268.1436182347065,4.74493212836325,1,0,0,1,0,1,0,1,1
1,352.1817712488822,4.343805421853684,1,0,0,0,1,1,1,0,0
0,314.8205838251368,4.61512051684126,1,0,1,0,1,0,0,1,1
0,432.714686600767,4.605170185988092,1,0,0,0,1,1,1,1,0
0,232.22618284767117,3.784189633918261,1,0,1,1,0,0,1,0,0
0,314.9380891540431,4.634728988229636,1,0,0,1,0,1,1,0,1
0,307.10747304486097,4.672828834461906,1,0,0,1,0,1,1,0,1
1,304.4076214551797,4.51085950651685,1,1,1,0,1,0,0,0,1
1,259.71715384240605,4.060443010546419,0,0,1,0,1,0,0,0,0
1,167.7825974289348,4.07753744390572,1,1,1,1,0,1,1,0,0
1,349.4839052088093,4.653960350157523,1,0,0,0,1,0,0,1,1
1,215.7174077352127,4.060443010546419,1,1,1,1,0,0,1,0,1
1,228.4337978496177,3.7612001156935624,0,0,0,1,0,0,0,0,0
1,332.57179675973725,4.976733742420574,1,0,1,0,1,1,0,0,1
1,257.1380951940027,3.9318256327243257,0,0,1,1,0,0,1,0,0
1,270.42743943616375,4.007333185232471,1,0,1,0,1,0,1,0,0
0,332.04668346484056,4.07753744390572,1,0,0,0,1,0,1,1,0
1,352.8469923352047,4.532599493153256,1,0,0,0,1,0,0,0,1
1,242.8085665704569,4.127134385045092,1,0,0,1,0,0,1,0,1
1,259.8615015734343,3.871201010907891,0,0,0,0,1,0,0,0,0
1,284.2534080710379,4.418840607796598,0,0,1,1,0,1,1,1,0
0,353.76404565755405,4.418840607796598,0,0,0,0,1,1,0,1,0
1,170.12642357964268,3.6635616461296463,0,1,1,1,0,0,1,0,0
0,316.48696655628646,4.418840607796598,1,0,0,0,1,1,1,0,0
0,181.54338324488722,3.828641396489095,0,0,1,1,0,0,0,0,0
1,244.732507035743,3.8501476017100584,0,1,0,1,0,0,0,0,0
1,222.76669409945464,3.9318256327243257,0,0,1,1,0,0,0,0,0
0,381.49574047425483,5.1298987149230735,1,0,0,0,1,1,0,1,1
1,252.21419468380444,4.2626798770413155,0,0,1,1,0,1,0,0,0
1,248.9196657558418,4.343805421853684,0,0,1,0,1,1,0,0,0
1,236.46352784309042,4.574710978503383,1,1,1,1,0,1,0,0,1
1,205.79358590587802,3.7612001156935624,0,1,0,1,0,0,0,0,0
1,314.0477670673683,3.912023005428146,0,0,0,0,1,0,1,0,0
1,324.9323006412259,4.605170185988092,1,0,1,0,1,0,0,1,1
1,429.09556045244744,4.290459441148391,0,0,0,0,1,1,0,0,0
1,152.4959015842721,3.7612001156935624,0,1,1,1,0,0,1,0,0
0,354.46861638232514,4.290459441148391,1,1,1,0,1,0,1,1,1
1,184.4966124350255,3.9512437185814275,0,1,0,1,0,0,0,0,0
0,242.90533135359544,4.276666119016055,0,1,1,1,0,1,0,0,0
0,135.65397155999526,3.6375861597263857,0,1,1,1,0,0,0,0,0
0,136.6491858739012,3.871201010907891,0,0,1,1,0,0,0,0,0
1,263.4995256162713,4.248495242049359,0,0,1,1,0,1,1,0,0
1,331.197826079822,4.007333185232471,0,0,0,0,1,0,0,0,0
1,222.0923231451281,3.8501476017100584,0,0,1,0,1,0,0,0,0
1,242.5551483683659,3.8066624897703196,0,0,1,0,1,0,0,0,0
1,278.4259327002426,4.110873864173311,1,0,0,0,1,0,1,0,1
1,358.6390943553142,4.890349128221754,1,0,0,1,0,1,0,0,1
0,227.3103605205887,3.9512437185814275,0,0,1,1,0,0,0,0,0
1,264.4881849913149,4.07753744390572,0,0,1,0,1,0,0,0,0
